CCC(C)S	CHEMBL3183438
CCCN1C(=O)NC(=O)C(N(CCOC)C(=O)c2ccc(cc2)N(C)S(=O)(=O)c2ccc(C)cc2)=C1N	CHEMBL1317804
CCCCN1C(=O)NC(=O)C(N(CCC(C)C)C(=O)c2cccc(c2)S(=O)(=O)N2CCN(C)CC2)=C1N	CHEMBL1315694
Cc1ccc(C)c(c1)N1CCN(CC1)S(=O)(=O)c1cc(ccc1F)C(=O)Nc1ccc(Oc2ccccc2)cc1	CHEMBL1318582
Cc1c(cc(-c2ccc(cc2)-c2ccccc2)n1-c1ccc(cc1)S(N)(=O)=O)C(=O)NCCN1CCCCC1	CHEMBL1271249
CN1CCN(CC1)C(=O)c1cc(-c2ccc(cc2)-c2ccccc2)n(c1C)-c1ccc(cc1)S(N)(=O)=O	CHEMBL1271041
Cc1c(cc(-c2ccc(cc2)-c2ccccc2)n1-c1ccc(cc1)S(N)(=O)=O)C(=O)NCCN1CCOCC1	CHEMBL1269924
Cc1cc(cc(C)c1OCC(O)CN1CCCCCC1)C(C)(C)c1cc(C)c(OCC(O)CN2CCCCCC2)c(C)c1	CHEMBL1269373
CN1CCN(CC1)c1ccc(cc1)C(=O)Nc1n[nH]c2cc(sc12)C(=O)NC(c1ccccc1)c1ccccc1	CHEMBL1257884
O=C(Nc1ccc(cc1)-c1nc(nc(n1)N1CCOCC1)N1C2CCC1COC2)Nc1ccc(nc1)-c1cccnc1	CHEMBL1255816
COc1ccc(OC)c(c1)N(C(C(=O)NCc1ccccc1)c1ccc(O)cc1)C(=O)c1snc(C(N)=O)c1N	CHEMBL1338636
COc1ccc(cc1)C(N(C(=O)c1snc(c1N)-c1ccc(F)cc1)c1ccc(F)cc1)C(=O)NC1CCCC1	CHEMBL1362324
Cc1ccc(o1)-c1c(C(=O)Nc2ccc(C)cc2C)c(C)nc2sc(C(=O)Nc3ccc(F)cc3)c(N)c12	CHEMBL1360348
CN1CCN(CCCN(C2CCC3(CC23)c2ccc(cc2)C#N)C(=O)Nc2ccc(F)c(c2)C(F)(F)F)CC1	CHEMBL1289614
Cn1cnc(c1)S(=O)(=O)N(CCN(Cc1cncn1C)c1ccc(cc1F)C#N)CC1CCN(CC1)c1ncccn1	CHEMBL1256439
COc1ccc(cc1)C(N(C(=O)c1snc(c1N)-c1ccc(F)cc1)c1cccc(F)c1)C(=O)NC1CCCC1	CHEMBL1341572
CCCCN1C(=O)NC(=O)C(N(CCC(C)C)C(=O)c2ccc(C)c(c2)S(=O)(=O)N2CCOCC2)=C1N	CHEMBL1377539
CS(=O)(=O)Nc1cccc(c1)-c1c[nH]c2ncc(cc12)-c1cncc(NS(=O)(=O)c2ccccc2)c1	CHEMBL1289115
CC(C)(C)OC(=O)N1CCC(CC1)c1c(cnn1-c1cccc(Cl)c1)C(=O)NCC1CCN(C1)C1CCCC1	CHEMBL1361878
O=C(COC(=O)C=CC(=O)OCC(=O)NC12CC3CC(CC(C3)C1)C2)NC12CC3CC(CC(C3)C1)C2	CHEMBL1379298
CC(C)(CNC(=O)c1cccc(c1)C(F)(F)F)CN(C1=NS(=O)(=O)c2cc(F)ccc12)c1ccccc1	CHEMBL1290396
CN(C)C(=O)c1ccc(Nc2nnc(-c3ccc(C)c(c3)S(=O)(=O)NCC3CCCO3)c3ccccc23)cc1	CHEMBL1380247
COc1ccc(CN(C(C(=O)NC2CCCC2)c2ccc(OC)c(OC)c2)C(=O)c2snc(C(N)=O)c2N)cc1	CHEMBL1384361
COc1ccc(cc1)N1CCN(CC1)C(=O)CN1C(=O)NC(C1=O)(c1ccc(OC)cc1)c1ccc(OC)cc1	CHEMBL1390173
CCN(CC)S(=O)(=O)c1ccc(N2CCOCC2)c(NC(=O)CN2C(=O)NC(C)(C2=O)c2ccccc2)c1	CHEMBL1410622
CC(C)(C)OC(=O)N1CCC(CC1)c1c(cnn1-c1ccccc1)C(=O)N1CCN(CC1)C(=O)c1ccco1	CHEMBL1406750
Cc1nn(c2N=C3N(C(c12)c1ccc(O)c(O)c1)c1ccccc1N=C3Nc1cccc(C)c1)-c1ccccc1	CHEMBL1428153
CC(=O)c1c(C)n(c2ccc(NS(=O)(=O)c3ccc(Cl)cc3)cc12)S(=O)(=O)c1ccc(Cl)cc1	CHEMBL1414968
Cc1nn(c2N=C3N(C(c12)c1ccc(O)c(O)c1)c1ccccc1N=C3Nc1ccc(C)cc1)-c1ccccc1	CHEMBL1467961
Cc1ccc(c(C)c1)S(=O)(=O)N(C(=O)c1ccncc1)c1ccc(OC(=O)c2ccncc2)c2ccccc12	CHEMBL1460748
COc1ccc(N(C(C(=O)NCc2ccccc2)c2ccc(F)cc2)C(=O)c2snc(C(N)=O)c2N)c(OC)c1	CHEMBL1452248
COc1ccc(NC(=O)c2ccc(NC(=O)COC(=O)CC(NC(=O)c3ccccc3Cl)c3ccccc3)cc2)cc1	CHEMBL1456392
CCOC(=O)N1CCC(CC1)NC(=O)c1cnn(c1C1CCN(CC1)C(=O)OC(C)(C)C)-c1ccc(C)cc1	CHEMBL1435505
CN1N(C(=O)C(NS(=O)(=O)c2cc(ccc2Cl)C(=O)Nc2ccc(C)c(Cl)c2)=C1C)c1ccccc1	CHEMBL1438363
COc1ccc(cc1)N(C(C(=O)NCC1CCCO1)c1ccc(Cl)cc1)C(=O)Cn1nnc(n1)-c1ccccc1F	CHEMBL1454616
COc1ccc(cc1)-n1ncc(C(=O)N2CCN(CC2)c2ccccn2)c1C1CCN(CC1)C(=O)OC(C)(C)C	CHEMBL1473386
COc1ccc(cc1OC)C(N(C(=O)CNC(=O)c1cccs1)c1ccc(cc1)C(C)=O)C(=O)NCC1CCCO1	CHEMBL1430397
COc1ccc(cc1)-n1c(C)cc(C(=O)COC(=O)c2cc(NC(=O)c3cccs3)c(OC)c(OC)c2)c1C	CHEMBL1501675
CCOC(=O)N1CCC(CC1)NC(=O)c1cc(ccc1CO)C(=O)Nc1ccc(cc1)S(=O)(=O)N1CCOCC1	CHEMBL1486879
COc1ccc(NC(=O)CCCS(=O)(=O)c2nc(cc(n2)C(F)(F)F)-c2ccc(OC)c(OC)c2)cc1OC	CHEMBL1445232
COc1cc(OC)c2C(CC(=O)Oc2c1C(CCN1CCOCC1)c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C	CHEMBL1446105
CCCCN(C(=O)c1cccc(c1)S(=O)(=O)N1CC(C)OC(C)C1)C1=C(N)N(CCCC)C(=O)NC1=O	CHEMBL1443983
CCOC(=O)N1CCC(CC1)NC(=O)c1cc(ccc1CO)C(=O)Nc1ccc(cc1)S(=O)(=O)N1CCCCC1	CHEMBL1464947
COC(=O)c1ccc(NC(=O)c2cnn(c2C2CCN(CC2)C(=O)OC(C)(C)C)-c2ccc(Cl)cc2)cc1	CHEMBL1478264
COc1ccc(Cl)cc1NC(=O)CCCS(=O)(=O)c1nc(cc(n1)C(F)(F)F)-c1ccc(OC)c(OC)c1	CHEMBL1478870
Cc1ccc(cc1)-c1cccc(c1)C1CC=CC2C1C(=O)N(Cc1ccccc1)C2c1ccc(cc1)C(F)(F)F	CHEMBL1490592
CC(C)(C)OC(=O)N1CCC(CC1)NC(=O)c1[nH]cnc1C(=O)N1CCN(CC1)C(=O)OC(C)(C)C	CHEMBL1512854
COc1ccc(cc1)C1CC(n2ncc(C(=O)NC3=C(C)N(C)N(C3=O)c3ccccc3)c2N1)C(F)(F)F	CHEMBL1531359
COc1ccccc1NC(=O)c1ccc(N2CC3CC(C2)C2=CC=CC(=O)N2C3)c(NC(=O)c2ccncc2)c1	CHEMBL1529495
CC(C)c1cccc(C(C)C)c1NC(=O)COC(=O)c1ccc(OCC(=O)Nc2cccc(c2)C(F)(F)F)cc1	CHEMBL1530219
COc1ccc(OC)c(c1)S(=O)(=O)Nc1cc(ccc1N1CC2CC(C1)C1=CC=CC(=O)N1C2)C(O)=O	CHEMBL1531215
CN1CCN(CC1)c1cc(C)c2cc(NC(=O)CCC(=O)N3CCN(CC3)c3ccc(cc3)C(C)=O)ccc2n1	CHEMBL1528913
COc1ccccc1NC(=O)c1ccc(N2CC3CC(C2)C2=CC=CC(=O)N2C3)c(NC(=O)c2cccnc2)c1	CHEMBL1521249
CC(C)CN(C(=O)COC(=O)c1c(C)onc1-c1ccccc1)C1=C(N)N(Cc2ccccc2)C(=O)NC1=O	CHEMBL1520361
Cc1ccc(cc1)-n1ncc(C(=O)N2CCN(Cc3ccccc3)CC2)c1C1CCN(CC1)C(=O)OC(C)(C)C	CHEMBL1518068
CCCCCN(C(=O)CCC(=O)OCC(=O)c1ccc(cc1)C(C)(C)C)C1=C(N)N(CCCC)C(=O)NC1=O	CHEMBL1517316
COc1ccc(cc1OC)C(C1=C(C)N(C)N(C1=O)c1ccccc1)C1=C(C)N(C)N(C1=O)c1ccccc1	CHEMBL1522860
Fc1cccc(NC(=O)CN2C(=O)N(CC3CCC(CC3)C(=O)NCCc3ccccc3)C(=O)c3ccccc23)c1	CHEMBL1521924
COc1cc(cc(OC)c1OC)-c1cc(C(=O)Nc2ccc(cc2)S(=O)(=O)Nc2ncccn2)c2ccccc2n1	CHEMBL1563390
COC(=O)c1c(C)oc2ccc(cc12)N(C(=O)Oc1ccccc1)S(=O)(=O)c1ccc(cc1)C(C)(C)C	CHEMBL1552006
COc1cccc(c1)C1CC(n2ncc(C(=O)NC3=C(C)N(C)N(C3=O)c3ccccc3)c2N1)C(F)(F)F	CHEMBL1569840
COc1ccc(cc1)N(C(C(=O)NCc1ccco1)c1ccc(C)cc1)C(=O)C=CC(=O)Nc1ccc(Cl)cc1	CHEMBL1573927
CCOC(=O)c1c(C)n(c2ccc(NS(=O)(=O)c3ccc(C)cc3)cc12)S(=O)(=O)c1ccc(C)cc1	CHEMBL1567434
O=C1C([N-]S(=O)(=O)c2cccs2)=C(C(=O)c2ccccc12)[n+]1ccc(CCCc2ccccc2)cc1	CHEMBL1556891
COCCN(C(=O)CSc1nnc(-c2ccc(cc2)C(C)(C)C)n1N)C1=C(N)N(CC(C)C)C(=O)NC1=O	CHEMBL1553622
CCOC(=O)N1CCC(CC1)NC(=O)c1cnn(c1C1CCN(CC1)C(=O)OC(C)(C)C)-c1cccc(C)c1	CHEMBL1554722
CC(C)CN(C(=O)COC(=O)CCC(=O)c1ccc(Cl)cc1)C1=C(N)N(Cc2ccccc2)C(=O)NC1=O	CHEMBL1551573
COc1cc(OC)c2C(CC(=O)Oc2c1C(CCN1CCCCC1)c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C	CHEMBL1551909
COc1cccc(C(N(Cc2ccc(C)cc2)C(=O)CCC(=O)Nc2cc(C)on2)C(=O)NC(C)(C)C)c1OC	CHEMBL1578410
NC(=O)C1CCN(CC1)C1=C(C=C(C#N)S(=O)(=O)c2ccc(Cl)cc2)C(=O)N2C=CC=CC2=N1	CHEMBL1577832
CN1N(C(=O)C(NC(=O)c2cnn3C(CC(Nc23)c2ccc(Br)cc2)C(F)(F)F)=C1C)c1ccccc1	CHEMBL1606915
CCOC(=O)N1CCc2c(C1)sc1N(CC(=O)Nc3c(C)cccc3C)C(=O)N(Cc3ccccc3)C(=O)c21	CHEMBL1600274
COc1ccc(cc1)-n1ncc(C(=O)N2CCN(CC2)c2ncccn2)c1C1CCN(CC1)C(=O)OC(C)(C)C	CHEMBL1592671
Cc1cccc(N2CCN(CC2)C(=O)c2cnn(c2C2CCN(CC2)C(=O)OC(C)(C)C)-c2ccccc2)c1C	CHEMBL1593469
CCc1ccc(NC(=O)CN2C(=O)N(CCC(=O)NCCc3ccc(OC)c(OC)c3)C(=O)c3ccccc23)cc1	CHEMBL1597751
CCCN1CCc2c(C1)sc(NC(=O)c1ccc(cc1)S(=O)(=O)N1CCN(CC1)C(=O)OCC)c2C(N)=O	CHEMBL1587103
CSc1ccccc1NC(=O)c1ccc(N2CC3CC(C2)C2=CC=CC(=O)N2C3)c(NC(=O)c2cccnc2)c1	CHEMBL1586352
Cc1cccc(c1)-n1ncc(C(=O)N2CCN(Cc3ccccc3)CC2)c1C1CCN(CC1)C(=O)OC(C)(C)C	CHEMBL1613192
Cc1ccc(NC(=O)CN2C(=O)N(CCC(=O)NC3CCN(Cc4ccccc4)CC3)C(=O)c3ccccc23)cc1	CHEMBL1576139
Cc1cc(cc(C)c1OCC(O)CN1CCOCC1)C1(CCCC1)c1cc(C)c(OCC(O)CN2CCOCC2)c(C)c1	CHEMBL1269361
CSc1cccc(NC(=O)C2C3OC4(C=C3)C(N(CCN3CCOCC3)C(=O)C24)C(=O)NC2CCCCC2)c1	CHEMBL1577904
COc1cc(C=C2CCC(C)C3=C(C(C#N)C(=N)OC23)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC	CHEMBL1725976
CCOC(=O)c1c(C)[nH]c(C(=O)OCC(=O)N(C)C2=C(N)N(Cc3ccccc3)C(=O)NC2=O)c1C	CHEMBL1726660
CCc1ccc(OCC2N(CCc3cc(OC)c(OC)cc23)C(=O)c2ccc(cc2)S(=O)(=O)N2CCCC2)cc1	CHEMBL1714300
COc1ccc(cc1)-n1ncc(C(=O)N2CCN(CC2)C2CCCCC2)c1C1CCN(CC1)C(=O)OC(C)(C)C	CHEMBL1715656
CC(C)Cc1sc(N)nc1-c1ccc(o1)P(=O)(OCc1ccc(cc1)C(C)=O)OCc1ccc(cc1)C(C)=O	CHEMBL1650227
CN(C)C(=O)c1sc2c(C)ccc(C)c2c1-c1ccc(CCNC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1	CHEMBL1644014
CC1(C)Cc2c(c(c(C(=O)COC(=O)Cc3ccc(Cl)cc3)n2C1)-c1ccc(Cl)cc1)-c1ccccc1	CHEMBL1689592
COc1cccc(c1)-c1c(-c2cc(OC)cc(OC)c2)n(C)c2ccc(cc12)-c1cnc(nc1)N1CCOCC1	CHEMBL1698340
CCOC(=O)CCCCN(Cc1ccccc1F)S(=O)(=O)c1ccc(F)c(c1)C(=O)Nc1cc(Cl)cc(Cl)c1	CHEMBL1701785
CCOc1cc(nc2ccc(cc12)-c1ccc(OCc2c(noc2C(C)C)-c2c(Cl)cccc2Cl)cc1)C(O)=O	CHEMBL1672464
CC(C)c1cc(cc2nc(oc12)-c1ccc(cc1)C(=O)NCC1CCN(CC1)c1cccc(n1)C(O)=O)C#N	CHEMBL1684857
CCCN1CCc2cccc-3c2C1Cc1cccc(OCCCn2cc(CCCCN4CCN(CC4)c4ccccc4OC)nn2)c-31	CHEMBL1684029
CC(C)c1cc(cc2nc(oc12)-c1ccc(cc1)C(=O)NCC1CCN(CC1)c1ccc(cn1)C(C)=C)C#N	CHEMBL1684860
CC(CCNC(=O)c1c(Cl)cncc1Cl)N1CCC(CC1)C(Oc1ccccc1C#N)c1ccc(cc1)C(F)(F)F	CHEMBL1762317
Cc1ccc(cc1)C1C2=C(CC(C)(C)CC2=O)N(NC(=O)c2ccncc2)C2=C1C(=O)CC(C)(C)C2	CHEMBL1762042
CC1(C)CC(=O)C2=C(C1)N(NC(=O)c1ccncc1)C1=C(C2c2ccccc2O)C(=O)CC(C)(C)C1	CHEMBL1762043
Cc1cccc(c1)C1C2=C(CC(C)(C)CC2=O)N(NC(=O)c2ccncc2)C2=C1C(=O)CC(C)(C)C2	CHEMBL1761926
CCOc1c(F)c(F)c(CN(c2ccc(cc2)C(O)=O)c2ccc3c(c2)C(C)(C)CCC3(C)C)c(F)c1F	CHEMBL1765536
CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)C3CCN(CC3)C(=O)c3cccc(c3)C(F)(F)F)sc12	CHEMBL1760892
NS(=O)(=O)c1ccc(cc1)-n1nc(CCCNC(=O)NC23CC4CC(CC(C4)C2)C3)cc1-c1ccccc1	CHEMBL1766284
CCOc1ccc(cc1OC)C1N(CCCOC)C(=O)C(O)=C1C(=O)c1ccc(cc1)S(=O)(=O)N1CCCCC1	CHEMBL1705901
Cc1ccc(c(C)c1)S(=O)(=O)N1CCN(CC1)C(=O)CN1C(=O)NC(C)(C1=O)c1ccc(Cl)cc1	CHEMBL1707425
Oc1ccc(Cc2ccc(O)c(c2)C2CC(=NN2)c2ccc(Cl)cc2)cc1C1CC(=NN1)c1ccc(Cl)cc1	CHEMBL1782990
CCOc1ccc(OCC)c(NC(=O)c2cnn(c2C2CCN(CC2)C(=O)OC(C)(C)C)-c2ccc(F)cc2)c1	CHEMBL1706403
Clc1ccc(Cn2cc(cn2)N(S(=O)(=O)c2ccc(Br)cc2)S(=O)(=O)c2ccc(Br)cc2)cc1Cl	CHEMBL1782316
CNC(=O)c1ncc(C#Cc2cc(ccc2C)C(=O)Nc2ccc(CN3CCN(C)CC3)c(c2)C(F)(F)F)n1C	CHEMBL1784635
CCCCN1C(=O)NC(=O)C(N(CC(C)C)C(=O)c2cccc(c2)S(=O)(=O)N(C)c2ccccc2)=C1N	CHEMBL1709432
CC(C)(C)OC(=O)N1CCC(CC1)S(=O)(=O)c1ncnc2n(ncc12)-c1ccc(cc1)S(C)(=O)=O	CHEMBL1773285
CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(c3)C#Cc3ccc(NC(C)=O)nc3)cc2C(F)(F)F)CC1	CHEMBL1784627
CC1(C)CC(=O)C2=C(C1)N(NC(=O)c1ccncc1)C1=C(C2c2ccccc2F)C(=O)CC(C)(C)C1	CHEMBL1762062
Clc1cccc(Cc2cnc(NC(=O)c3ccc(CSc4nnc(-c5ccncc5)n4-c4ccccc4)cc3)s2)c1Cl	CHEMBL1782309
Cc1cccc(NC(=O)CN2C(=O)N(CC3CCC(CC3)C(=O)NCCc3ccccc3)C(=O)c3ccccc23)c1	CHEMBL1723520
CCn1cc(C2C3=C(CC(C)(C)CC3=O)N(C3=C2C(=O)CC(C)(C)C3)c2ccc(C)cc2)c(C)n1	CHEMBL1887051
COc1ccc(COC(=O)NN=C2CC(O)C(O)C3C4C(CCC23)C(=O)N(C4=O)c2ccc(F)cc2F)cc1	CHEMBL1905693
O=C(OCc1ccccc1)N1CCC2CC1c1cc(ccc21)N1CCN(CC1)C(=O)c1ccc(cc1)-c1ccccc1	CHEMBL1903493
CCOc1ccccc1N(CC(=O)Nc1ccc(cc1)S(=O)(=O)N1CCOCC1)S(=O)(=O)c1ccc(Cl)cc1	CHEMBL1882224
CSc1ccccc1NC(=O)c1ccc(N2CC3CC(C2)C2=CC=CC(=O)N2C3)c(NC(=O)c2ccncc2)c1	CHEMBL1732852
CCCCN1C(=O)NC(=O)C(N(CC(C)C)C(=O)C2CCN(CC2)S(=O)(=O)c2ccc(Cl)cc2)=C1N	CHEMBL1882558
CC1(NC(=O)N(CC(=O)N2CCN(CC2)S(=O)(=O)c2cccc(c2)C(F)(F)F)C1=O)c1ccccc1	CHEMBL1733102
CCCCN1C(=O)NC(=O)C(N(CCOC)C(=O)C2CCN(CC2)S(=O)(=O)c2ccc(C)c(C)c2)=C1N	CHEMBL1735506
CC(C)(C)OC(=O)NCCCCCNC(=O)c1[nH]cnc1C(=O)NCc1ccc(CNC(=O)OC(C)(C)C)cc1	CHEMBL1731360
Cc1cc(C)c(cc1C)-c1cc(NC(=O)COC(=O)c2ccc(NC(=O)CC#N)cc2)n(n1)-c1ccccc1	CHEMBL1728702
CC(Oc1ccccc1)C(=O)N1CCC2(CC1)Oc1ccc(F)cc1C(=O)C21CC(=NO1)c1ccc(Cl)cc1	CHEMBL1904670
CCCCN1C(=O)NC(=O)C(N(CC(C)C)C(=O)CN(C)S(=O)(=O)c2ccc(NC(C)=O)cc2)=C1N	CHEMBL1901117
CC(C)(C)OC(=O)N1CCC(CC1)c1c(cnn1-c1cccc(Cl)c1)C(=O)N1CCN(CC1)C1CCCCC1	CHEMBL1877588
CCC(C)(N(C(=O)CC1NC(=O)NC1=O)C1=C(C)N(C)N(C1=O)c1ccccc1)C(=O)NC1CCCC1	CHEMBL1729174
[O-][n+]1c(C(=O)N2CCN(CC2)c2ccc(Cl)cc2)c([n+]([O-])c2ccccc12)C(F)(F)F	CHEMBL1774873
Cn1c(Nc2ccc(cc2)C(F)(F)F)nc2ccc(Oc3ccnc(c3)-c3cnc([nH]3)C(F)(F)F)cc12	CHEMBL1946171
CN1CC(C)(COc2ccc(cc2)C(N)=N)Oc2ccc(cc12)N(Cc1cc(F)cc(F)c1)C(=O)C(O)=O	CHEMBL1949837
CN1CC(C)(COc2ccc(cc2)C(N)=N)Oc2cc(ccc12)N(Cc1cc(F)cc(F)c1)C(=O)C(O)=O	CHEMBL1949839
Fc1cccc(F)c1CN1C=C(C(=O)Nc2ccc(cc2)C(=O)N2CCOCC2)C(=O)C2=C1C=CC(=O)N2	CHEMBL1911437
Fc1ccc(C=CC(=O)Nc2cccc(Oc3cc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncn3)c2)cc1	CHEMBL1928957
CCN(C(=O)COC(=O)C12CC3CC(CC(O)(C3)C1)C2)C1=C(N)N(Cc2ccccc2)C(=O)NC1=O	CHEMBL1894949
CC1=C(CC(CC(=O)NCCCCc2ccccc2)C(=O)N1Cc1ccc(cc1)C(C)(C)C)C(=O)N1CCOCC1	CHEMBL1893050
COCCCN(C(=O)Cc1ccc(s1)S(=O)(=O)N1CCOCC1)C1=C(N)N(Cc2ccccc2)C(=O)NC1=O	CHEMBL1895354
Cc1ccc(cc1)S(=O)(=O)Oc1c(c(-c2ccc(Cl)cc2)n2ccc(cc12)C#N)-c1ccc(Cl)cc1	CHEMBL1916455
Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3cc(ccc3C)S(=O)(=O)Nc3ccc(C)cc3)cc2)c1C	CHEMBL1889259
NCCCNCCCCN(CCCN)C(=S)Nc1ccc(C2=C3C=CC(=O)C=C3Oc3cc(O)ccc23)c(c1)C(O)=O	CHEMBL538674
Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3NS(=O)(=O)c3ccc(F)c(F)c3)cc2)c1C	CHEMBL1890959
COc1cc2CCC(NC(=O)c3ccc([N-][N+]#N)cc3)C3=CC(=O)C(OC)=CC=C3c2c(OC)c1OC	CHEMBL1976480
CCOC(=O)C1(C)c2ccc(o2)C(C)(C)c2ccc(o2)C(C)(C)c2ccc(o2)C(C)(C)c2ccc1o2	CHEMBL1979841
ONC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1cccc2ccccc12	CHEMBL1934903
COc1cccc(C(N(Cc2ccc(F)cc2)C(=O)CCC(=O)Nc2cc(C)on2)C(=O)NC(C)(C)C)c1OC	CHEMBL1883426
COc1cc2ncc(C(=O)NC3CC(C)(C)N([O])C(C)(C)C3)c(Nc3ccc(F)c(Cl)c3)c2cc1OC	CHEMBL1947121
CN1CCC(COc2ccc3c(Nc4ccc(CC(=O)Nc5ccc(Cl)c(c5)C(F)(F)F)cc4)ncnc3c2)CC1	CHEMBL1934320
COc1nc(nc(C(=O)NCc2ccc(F)cc2)c1OC(=O)c1ccccc1)C(C)(C)NC(=O)c1nnc(C)o1	CHEMBL1949876
CN1CCC(COc2ccc3c(Nc4ccc(NC(=O)Nc5ccc(Cl)c(c5)C(F)(F)F)cc4)ncnc3c2)CC1	CHEMBL1934326
Cc1cc(ccn1)-c1cc(c(cn1)C(=O)NCc1cc(cc(c1)C(F)(F)F)C(F)(F)F)-c1ccccc1C	CHEMBL1946772
Clc1ccc(cc1Cl)C(=O)N(Cc1cccnc1)C(=S)N(Cc1cccnc1)C(=O)c1ccc(Cl)c(Cl)c1	CHEMBL1985248
CC1(C)CC(=O)C(CC(C(=O)C(=O)Nc2cc(ccc2Cl)C(F)(F)F)C(=O)c2ccco2)C(=O)C1	CHEMBL1988146
IC1CC(OC1COC(c1ccccc1)(c1ccccc1)c1ccccc1)N1C=CC(NC(=O)c2ccccc2)=NC1=O	CHEMBL1990347
O=C(Cc1c(CC(=O)Nc2ccccc2)c(sc1C(=O)Nc1ccccc1)C(=O)Nc1ccccc1)Nc1ccccc1	CHEMBL1974607
Cn1c(C[N+](C)(C)CCCCCCC(=O)N2CC(CCl)c3c2cc(N)c2ccccc32)ccc1S(C)(=O)=O	CHEMBL1963049
OC(=O)C=Cc1ccc(cc1)-c1ccc(OC(=O)NCCN2CCOCC2)c(c1)C12CC3CC(CC(C3)C1)C2	CHEMBL1963555
CN1CC(C)(COc2ccc(cc2)C(N)=N)Oc2ccc(cc12)N(Cc1ccc(F)c(F)c1)C(=O)C(O)=O	CHEMBL1952409
CN1CC(C)(COc2ccc(cc2)C(N)=N)Oc2cc(ccc12)N(Cc1ccc(F)c(F)c1)C(=O)C(O)=O	CHEMBL1952411
CC1=C(CC(CC(=O)NC(c2ccccc2)c2ccccc2)C(=O)N1CCCN1CCCC1=O)C(=O)N1CCOCC1	CHEMBL1964472
Cc1ccc(cc1)S(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(Cc4ccccc4)nc23)cc1	CHEMBL1957942
CC1C(O)C2(O)OCC34C2C2(C)C(O)C(=O)C=C(C)C2C(OC(=O)C=C(C)C)C3OC(=O)CC14	CHEMBL1964489
Clc1ccc(C(=O)N(Cc2cccnc2)C(=S)N(Cc2cccnc2)C(=O)c2ccc(Cl)cc2Cl)c(Cl)c1	CHEMBL1974791
OC(=O)C=Cc1ccc(cc1)-c1ccc(OC(=O)CCCN2CCOCC2)c(c1)C12CC3CC(CC(C3)C1)C2	CHEMBL1956615
COC(=O)C1=C(CC=NOCc2cccc(Cl)c2Cl)OC(=O)C(NC(=O)c2cccc(c2)C(F)(F)F)=C1	CHEMBL1994490
COc1ccc(OC2OC(COC(c3ccccc3)(c3ccc(OC)cc3)c3ccc(OC)cc3)C(O)C(O)C2O)cc1	CHEMBL1998959
COC1OC(C)C(OCc2ccccc2)C(OS(=O)(=O)c2ccc(C)cc2)C1OS(=O)(=O)c1ccc(C)cc1	CHEMBL1998073
NS(=O)(=O)c1ccc(CNc2nc(NCC(F)(F)F)c3nc(ccc3n2)-c2ccc(cc2)-n2cncn2)cc1	CHEMBL2018280
COc1cc2C(=O)C(=Cc3ccc(cc3)C(F)(F)F)C(c2c(OC)c1OC)c1cc(OC)c(OC)c(OC)c1	CHEMBL2018042
CC(C)CC(=O)OC[n+]1ccc(cc1)-c1c(COC(=O)NC(C)C)c(COC(=O)NC(C)C)c2CCCn12	CHEMBL2008346
CCCCCCC(=O)OC[n+]1cccc(c1)-c1c(COC(=O)NC(C)C)c(COC(=O)NC(C)C)c2CCCn12	CHEMBL2009838
CC(C)(C)C1CCC2C(C1)C1C(C(=O)N(C1=O)c1cc(Br)cc(Br)c1)c1[nH]c3ccccc3c21	CHEMBL2002394
Cc1cc(C)c(c(C)c1)S(=O)(=O)N(CCCN)OCCCON(CCCN)S(=O)(=O)c1c(C)cc(C)cc1C	CHEMBL2008272
COc1ccc(OC)c(NC(=O)CCCC(NNC(=O)C[N+](C)(C)C)=CC(=O)c2ccc(O)c(OC)c2)c1	CHEMBL2009182
CCCCCCC(=O)OC[n+]1ccc(cc1)-c1c(COC(=O)NC(C)C)c(COC(=O)NC(C)C)c2CCCn12	CHEMBL2009183
COc1ccc(-c2nc(C(=O)NCc3ccc(cc3)S(C)(=O)=O)c(CN)o2)c2ccc(nc12)C(F)(F)F	CHEMBL2012211
Cc1cn2c(cnc2c(Nc2cc(CN3CCCCC3)ns2)n1)-c1cnn(CC(=O)NCc2cc(F)cc(F)c2)c1	CHEMBL2023297
O=C1C=C(NCCCCCCCCCC[P+](Cc2ccccc2)(Cc2ccccc2)Cc2ccccc2)C(=O)c2ccccc12	CHEMBL2017466
CN(C)c1nc(NCc2ccc(cc2)C(=O)N2CCC(CC2)C(=O)NCc2ccc(F)cc2)c2cc(C)ccc2n1	CHEMBL2018738
